,pert,pert_idx,data_start_idx,data_end_idx+1,de_idx
253,"['CEBPE', 'CEBPB']","[1277, 1275]",85904,86015,"[292, 565, 678, 1194, 1283, 1289, 1629, 1663, 1664, 1771, 2493, 3460, 3520, 4422, 4509, 4535, 4738, 4761, 4828, 4927]"
254,"['ctrl', 'TGFBR2']",[8105],86015,86343,"[454, 505, 628, 736, 842, 903, 989, 1126, 1288, 1607, 1694, 2135, 2621, 3758, 3866, 3868, 4263, 4269, 4392, 4810]"
255,"['PRDM1', 'CBFA2T3']","[6095, 1052]",86343,86452,"[90, 111, 302, 413, 498, 1194, 1629, 2334, 2391, 2480, 2761, 2956, 3035, 3174, 3222, 3500, 3898, 4504, 4761, 4766]"
256,"['FOXA3', 'FOXF1']","[2798, 2810]",86452,86598,"[219, 280, 326, 761, 1212, 1288, 2058, 2391, 2453, 2470, 2673, 2699, 2761, 2806, 3040, 3874, 3898, 4520, 4766, 4927]"
257,"['TGFBR2', 'C19orf26']","[8105, 925]",86598,86872,"[448, 838, 1288, 1289, 2135, 2380, 2621, 2711, 2740, 2761, 2835, 3585, 3758, 3776, 4150, 4504, 4512, 4687, 5039, 5042]"
258,"['FOXA3', 'FOXL2']","[2798, 2823]",86872,86985,"[565, 676, 839, 852, 885, 1974, 2673, 2702, 2740, 2761, 2835, 2952, 3035, 3397, 3685, 4312, 4512, 4620, 4766, 4927]"
259,"['CDKN1C', 'CDKN1B']","[1258, 1257]",86985,87064,"[103, 426, 697, 739, 1662, 1800, 2470, 2512, 2590, 2621, 2938, 2952, 2974, 3115, 3447, 3758, 4024, 4184, 4263, 4926]"
260,"['ZC3HAV1', 'CEBPA']","[9205, 1274]",87064,87188,"[50, 132, 161, 302, 309, 394, 665, 1038, 1283, 1289, 1663, 2084, 2353, 2892, 3180, 3828, 4173, 4509, 4634, 4670]"
261,"['KIF18B', 'ctrl']",[3922],87188,87400,"[93, 387, 634, 761, 1118, 1126, 1423, 1487, 1694, 2000, 2420, 2711, 3469, 3561, 3868, 4165, 4388, 4600, 4911, 4917]"
262,"['CDKN1C', 'CDKN1A']","[1258, 1256]",87400,87480,"[636, 695, 739, 2018, 2135, 2470, 2621, 2673, 2835, 2918, 2952, 3571, 3758, 4091, 4512, 4534, 4595, 4915, 4953, 5019]"
263,"['SPI1', 'ctrl']",[7628],87480,87650,"[389, 498, 842, 1651, 1663, 1664, 1671, 2157, 2353, 2680, 2740, 2761, 3035, 3102, 3461, 3682, 4209, 4504, 4670, 4842]"
264,"['SNAI1', 'ctrl']",[7486],87650,87870,"[323, 564, 663, 681, 1607, 1625, 1845, 2135, 2230, 2621, 2653, 2699, 2810, 3274, 3587, 3828, 4504, 4509, 4580, 4953]"
265,"['EGR1', 'ctrl']",[2270],87870,88131,"[94, 95, 426, 806, 826, 1228, 1396, 2334, 2391, 2470, 2495, 2740, 2761, 2892, 3758, 3868, 4504, 4700, 4766, 5012]"
266,"['ZBTB10', 'DLX2']","[9152, 2023]",88131,88205,"[340, 510, 746, 941, 1560, 1663, 1783, 2351, 2824, 3063, 3788, 4212, 4380, 4388, 4507, 4579, 4738, 4750, 4761, 5002]"
267,"['FOXA1', 'FOXF1']","[2796, 2810]",88205,88442,"[323, 541, 564, 852, 1288, 1383, 1723, 2135, 2334, 2391, 2673, 2761, 2854, 2934, 3430, 3772, 3806, 3898, 4130, 4766]"
268,"['PLK4', 'STIL']","[5857, 7768]",88442,88508,"[565, 741, 1548, 1873, 1974, 2000, 2183, 2243, 2782, 3115, 3460, 3489, 3626, 4024, 4388, 4569, 4867, 4877, 4879, 4897]"
269,"['CBL', 'UBASH3A']","[1054, 8699]",88508,88558,"[498, 745, 749, 965, 988, 1336, 1523, 1602, 2040, 2203, 2231, 2524, 3398, 3863, 4280, 4750, 4778, 4789, 4806, 4877]"
270,"['SNAI1', 'DLX2']","[7486, 2023]",88558,88665,"[24, 565, 1212, 1774, 1845, 2183, 2386, 2480, 2492, 2653, 2673, 2735, 2854, 3115, 3758, 4217, 4380, 4453, 4606, 4620]"
271,"['IGDCC3', 'PRTG']","[3638, 6196]",88665,88773,"[489, 885, 1194, 1283, 1288, 2135, 2234, 2621, 2673, 2952, 3000, 3151, 3460, 3682, 3758, 3898, 4070, 4298, 4669, 4730]"
272,"['STIL', 'ctrl']",[7768],88773,88900,"[131, 228, 280, 510, 591, 632, 806, 989, 2517, 2952, 3143, 3159, 3336, 3626, 3634, 3826, 3874, 4512, 4552, 4915]"
273,"['CDKN1C', 'ctrl']",[1258],88900,89065,"[91, 166, 331, 340, 400, 852, 1316, 1626, 1800, 2135, 2621, 2806, 3160, 3430, 3758, 4842, 4953, 5033, 5034, 5036]"
274,"['ctrl', 'CDKN1B']",[1257],89065,89210,"[2, 103, 219, 224, 253, 280, 472, 496, 695, 889, 989, 1212, 1688, 3275, 3447, 3874, 4489, 4534, 4793, 5019]"
275,"['CDKN1B', 'CDKN1A']","[1257, 1256]",89210,89308,"[131, 697, 765, 821, 885, 1117, 1387, 1629, 1713, 2000, 2135, 2474, 2621, 2697, 3551, 3758, 4388, 4534, 4618, 4877]"
276,"['C3orf72', 'FOXL2']","[961, 2823]",89308,89357,"[188, 340, 504, 871, 930, 968, 1352, 1658, 1974, 2824, 3063, 3180, 3763, 3923, 4289, 4507, 4535, 4750, 4778, 4879]"
