Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NC_000913.3	2255355	2256014		plus	DNA-binding transcriptional activator YeiL	yeiL	946670	protein-coding		NP_416668.3	219	b2163
NC_000913.3	2256085	2257335		minus	putative pseudouridine transporter	psuT	946671	protein-coding		NP_416669.1	416	b2164
NC_000913.3	2257429	2258367		minus	pseudouridine-5'-phosphate glycosidase	psuG	946699	protein-coding		NP_416670.1	312	b2165
NC_000913.3	2258355	2259296		minus	putative pseudouridine kinase	psuK	946664	protein-coding		NP_416671.1	313	b2166
NC_000913.3	2259719	2261410		minus	fructose-specific PTS multiphosphoryl transfer protein FruA	fruA	946672	protein-coding		NP_416672.1	563	b2167
NC_000913.3	2261427	2262365		minus	1-phosphofructokinase	fruK	946676	protein-coding		NP_416673.1	312	b2168
NC_000913.3	2262365	2263495		minus	fructose-specific PTS multiphosphoryl transfer protein FruB	fruB	946677	protein-coding		NP_416674.1	376	b2169
NC_000913.3	2263863	2265044		plus	sugar exporter SetB	setB	946673	protein-coding		NP_416675.1	393	b2170
NC_000913.3	2265041	2265295		minus	putative metal-chelating domain-containing protein YeiW	yeiW	4056031	protein-coding		YP_588461.1	84	b4502
NC_000913.3	2265450	2266022		plus	elongation factor P-like protein YeiP	yeiP	946674	protein-coding		NP_416676.4	190	b2171
NC_000913.3	2266245	2267711		plus	putative oxidoreductase YeiQ	yeiQ	946688	protein-coding		NP_416677.1	488	b2172
NC_000913.3	2267829	2268815		plus	zinc-binding GTPase YeiR	yeiR	946701	protein-coding		NP_416678.1	328	b2173
NC_000913.3	2268854	2269567		plus	lipid A-core phosphotransferase	lpxT	946693	protein-coding		NP_416679.4	237	b2174
NC_000913.3	2269979	2270545		plus	peptidoglycan endopeptidase/peptidoglycan L,D-carboxypeptidase	mepS	946686	protein-coding		NP_416680.1	188	b2175
NC_000913.3	2270726	2272282		plus	putative c-di-GMP phosphodiesterase PdeN	pdeN	946695	protein-coding		NP_416681.1	518	b2176
NC_000913.3	2272364	2274178		plus	putative oligopeptide ABC transporter periplasmic binding protein YejA	yejA	946675	protein-coding		NP_416682.4	604	b2177
NC_000913.3	2274179	2275273		plus	putative oligopeptide ABC transporter membrane subunit YejB	yejB	946679	protein-coding		NP_416683.1	364	b2178
NC_000913.3	2275273	2276298		plus	putative oligopeptide ABC transporter membrane subunit YejE	yejE	946683	protein-coding		NP_416684.1	341	b2179
NC_000913.3	2276300	2277889		plus	putative oligopeptide ABC transporter ATP binding subunit YejF	yejF	946689	protein-coding		NP_416685.1	529	b2180
NC_000913.3	2277893	2278237		minus	protein YejG	yejG	945319	protein-coding		NP_416686.1	114	b2181
NC_000913.3	2278570	2279760		minus	multidrug efflux pump Bcr	bcr	944808	protein-coding		NP_416687.1	396	b2182
NC_000913.3	2279788	2280483		minus	16S rRNA pseudouridine(516) synthase	rsuA	945378	protein-coding		NP_416688.1	231	b2183
NC_000913.3	2280632	2282392		plus	putative DNA repair helicase RadD	radD	945529	protein-coding		NP_416689.1	586	b2184
NC_000913.3	2282517	2282801		plus	50S ribosomal subunit protein L25	rplY	945618	protein-coding		NP_416690.1	94	b2185
NC_000913.3	2282940	2283947		minus	nucleoid-associated protein YejK	yejK	946690	protein-coding		NP_416691.1	335	b2186
NC_000913.3	2284129	2284356		plus	DUF1414 domain-containing protein YejL	yejL	946694	protein-coding		NP_416692.1	75	b2187
NC_000913.3	2284376	2286136		plus	lipopolysaccharide signal transducer LapC	lapC	946685	protein-coding		NP_416693.1	586	b2188
NC_000913.3	2286211	2286287		plus	tRNA-Pro	proL	946320	tRNA				b2189
NC_000913.3	2286390	2290180		minus	uncharacterized gene	yejO	946867	pseudogene				b2190
NC_000913.3	2289065	2290045		minus	IS5 family transposase and trans-activator	insH8	949121	protein-coding		NP_416535.2	326	b2192
NC_000913.3	2290500	2291147		plus	DNA-binding transcriptional dual regulator NarP	narP	949081	protein-coding		NP_416697.1	215	b2193
NC_000913.3	2291358	2292410		minus	holocytochrome c synthase CcmH component	ccmH	946623	protein-coding		NP_416698.1	350	b2194
NC_000913.3	2292407	2292964		minus	thiol:disulfide oxidoreductase CcmG	ccmG	949073	protein-coding		NP_416699.1	185	b2195
NC_000913.3	2292961	2294904		minus	holocytochrome c synthase CcmF component	ccmF	948783	protein-coding		NP_416700.1	647	b2196
NC_000913.3	2294901	2295380		minus	periplasmic heme chaperone	ccmE	946697	protein-coding		NP_416701.1	159	b2197
NC_000913.3	2295377	2295586		minus	cytochrome c maturation protein D	ccmD	946709	protein-coding		NP_416702.1	69	b2198
NC_000913.3	2295583	2296320		minus	cytochrome c maturation protein C	ccmC	946703	protein-coding		NP_416703.1	245	b2199
NC_000913.3	2296362	2297024		minus	cytochrome c maturation protein B	ccmB	946692	protein-coding		NP_416704.1	220	b2200
NC_000913.3	2297021	2297644		minus	cytochrome c maturation protein A	ccmA	946714	protein-coding		NP_416705.2	207	b2201
NC_000913.3	2297657	2298259		minus	periplasmic nitrate reductase cytochrome c protein	napC	946706	protein-coding		NP_416706.1	200	b2202
NC_000913.3	2298269	2298718		minus	periplasmic nitrate reductase cytochrome c550 protein	napB	946698	protein-coding		NP_416707.4	149	b2203
NC_000913.3	2298715	2299578		minus	ferredoxin-type protein NapH	napH	945984	protein-coding		NP_416708.1	287	b2204
NC_000913.3	2299565	2300260		minus	ferredoxin-type protein NapG	napG	945544	protein-coding		NP_416709.1	231	b2205
NC_000913.3	2300267	2302753		minus	periplasmic nitrate reductase subunit NapA	napA	947093	protein-coding		NP_416710.1	828	b2206
NC_000913.3	2302750	2303013		minus	NapA signal peptide-binding chaperone NapD	napD	945187	protein-coding		NP_416711.1	87	b2207
NC_000913.3	2303003	2303497		minus	ferredoxin-type protein	napF	946813	protein-coding		NP_416712.1	164	b2208
NC_000913.3	2303606	2303770		plus	uncharacterized protein YojO	yojO	5061514	protein-coding		YP_009518801.1	54	b4604
NC_000913.3	2303905	2304393		plus	serine protease inhibitor ecotin	eco	946700	protein-coding		NP_416713.1	162	b2209
NC_000913.3	2305108	2306754		minus	malate:quinone oxidoreductase	mqo	946702	protein-coding		NP_416714.1	548	b2210
NC_000913.3	2306972	2308615		minus	ABC transporter family protein/microcin J25 efflux protein	yojI	946705	protein-coding		NP_416715.1	547	b2211
NC_000913.3	2308691	2309341		minus	DNA oxidative demethylase	alkB	946708	protein-coding		NP_416716.1	216	b2212
NC_000913.3	2309341	2310405		minus	DNA-binding transcriptional dual regulator/DNA repair protein Ada	ada	946710	protein-coding		NP_416717.1	354	b2213
NC_000913.3	2310479	2311534		minus	FAD:protein FMN transferase	ftp	946711	protein-coding		NP_416718.1	351	b2214
NC_000913.3	2311646	2312749		minus	outer membrane porin C	ompC	946716	protein-coding		NP_416719.1	367	b2215
NC_000913.3	2313084	2313176		plus	small regulatory RNA MicF	micF	2847742	ncRNA				b4439
NC_000913.3	2313488	2316160		plus	RcsD phosphotransferase	rcsD	946717	protein-coding		NP_416720.1	890	b2216
NC_000913.3	2316177	2316827		plus	DNA-binding transcriptional activator RcsB	rcsB	947441	protein-coding		NP_416721.1	216	b2217
NC_000913.3	2317027	2319876		minus	histidine kinase RcsC	rcsC	948993	protein-coding		NP_416722.2	949	b2218
NC_000913.3	2320043	2321869		plus	sensor histidine kinase AtoS	atoS	949011	protein-coding		NP_416723.1	608	b2219
NC_000913.3	2321866	2323251		plus	DNA-binding transcriptional activator/ornithine decarboxylase inhibitor AtoC	atoC	947444	protein-coding		NP_416724.1	461	b2220
NC_000913.3	2323447	2324109		plus	acetyl-CoA:acetoacetyl-CoA transferase subunit alpha	atoD	947525	protein-coding		NP_416725.1	220	b2221
NC_000913.3	2324109	2324759		plus	acetyl-CoA:acetoacetyl-CoA transferase subunit beta	atoA	946719	protein-coding		NP_416726.1	216	b2222
NC_000913.3	2324756	2326078		plus	short chain fatty acid transporter	atoE	946721	protein-coding		NP_416727.1	440	b2223
NC_000913.3	2326109	2327293		plus	acetyl-CoA acetyltransferase	atoB	946727	protein-coding		NP_416728.1	394	b2224
NC_000913.3	2327367	2328143		minus	DUF2135 domain-containing protein YfaP	yfaP	946728	protein-coding		NP_416729.1	258	b2225
NC_000913.3	2328148	2329797		minus	tandem DUF2300 domain-containing protein YfaQ	yfaQ	946730	protein-coding		NP_416730.1	549	b2226
NC_000913.3	2329798	2334402		minus	uncharacterized gene	yfaS	1450231	pseudogene				b4500
NC_000913.3	2334336	2334959		minus	DUF1175 domain-containing protein YfaT	yfaT	946622	protein-coding		NP_416732.4	207	b2229
NC_000913.3	2334956	2336644		minus	DUF2138 domain-containing protein YfaA	yfaA	946618	protein-coding		NP_416733.4	562	b2230
NC_000913.3	2336793	2339420		minus	DNA gyrase subunit A	gyrA	946614	protein-coding		NP_416734.1	875	b2231
NC_000913.3	2339567	2340289		plus	bifunctional 3-demethylubiquinone-8 3-O-methyltransferase and 2-octaprenyl-6-hydroxyphenol methylase	ubiG	946607	protein-coding		NP_416735.1	240	b2232
NC_000913.3	2340417	2344169		minus	putative autotransporter adhesin YfaL	yfaL	946595	protein-coding		NP_416736.1	1250	b2233
NC_000913.3	2344594	2344737		minus	protein YpaB	ypaB	5061511	protein-coding		YP_009518802.1	47	b4605
NC_000913.3	2344865	2347150		plus	ribonucleoside-diphosphate reductase 1 subunit alpha	nrdA	946612	protein-coding		NP_416737.1	761	b2234
NC_000913.3	2347350	2347385		minus	protein YoaM	yoaM	63925641	protein-coding		YP_010051189.1	11	b4779
NC_000913.3	2347384	2348514		plus	ribonucleoside-diphosphate reductase 1 subunit beta	nrdB	946732	protein-coding		NP_416738.1	376	b2235
NC_000913.3	2348514	2348768		plus	ferredoxin-like diferric-tyrosyl radical cofactor maintenance protein YfaE	yfaE	946729	protein-coding		NP_416739.1	84	b2236
NC_000913.3	2348822	2349472		minus	putative lipopolysaccharide kinase InaA	inaA	946731	protein-coding		NP_416740.1	216	b2237
NC_000913.3	2349687	2349893		plus	uncharacterized gene	yfaH	946718	pseudogene				b2238
NC_000913.3	2349935	2351011		minus	glycerophosphoryl diester phosphodiesterase GlpQ	glpQ	946725	protein-coding		NP_416742.1	358	b2239
NC_000913.3	2351016	2352374		minus	sn-glycerol 3-phosphate:phosphate antiporter	glpT	946704	protein-coding		NP_416743.1	452	b2240
NC_000913.3	2352647	2354275		plus	anaerobic glycerol-3-phosphate dehydrogenase subunit A	glpA	946713	protein-coding		NP_416744.1	542	b2241
NC_000913.3	2354265	2355524		plus	anaerobic glycerol-3-phosphate dehydrogenase subunit B	glpB	946733	protein-coding		NP_416745.1	419	b2242
NC_000913.3	2355521	2356711		plus	anaerobic glycerol-3-phosphate dehydrogenase subunit C	glpC	946735	protein-coding		NP_416746.1	396	b2243
NC_000913.3	2356904	2357803		plus	inactive recombination-promoting nuclease-like protein RpnE	rpnE	946737	protein-coding		NP_416747.1	299	b2244
NC_000913.3	2357816	2358001		plus	uncharacterized gene	ypaA	1450280	pseudogene				b4543
NC_000913.3	2358042	2358845		minus	2-keto-3-deoxy-L-rhamnonate aldolase	yfaU	948054	protein-coding		NP_416748.1	267	b2245
NC_000913.3	2358863	2360152		minus	putative transporter YfaV	yfaV	945796	protein-coding		NP_416749.4	429	b2246
NC_000913.3	2360209	2361414		minus	L-rhamnonate dehydratase	rhmD	945881	protein-coding		NP_416750.2	401	b2247
NC_000913.3	2361429	2362211		minus	putative DNA-binding transcriptional regulator YfaX	yfaX	944752	protein-coding		NP_416751.1	260	b2248
NC_000913.3	2362431	2363633		minus	IPR008135 CinA family protein YfaY	yfaY	945478	protein-coding		NP_416752.1	400	b2249
NC_000913.3	2363733	2364275		minus	putative porin YfaZ	yfaZ	946739	protein-coding		NP_416753.4	180	b2250
NC_000913.3	2364554	2364979		plus	pyrimidine deoxynucleotide diphosphatase NudI	nudI	946740	protein-coding		NP_416754.1	141	b2251
NC_000913.3	2365018	2365620		minus	putative lipopolysaccharide core heptose(II)-phosphate phosphatase	ais	944945	protein-coding		NP_416755.1	200	b2252
NC_000913.3	2365910	2367067		plus	UDP-4-amino-4-deoxy-L-arabinose aminotransferase	arnB	947375	protein-coding		NP_416756.6	385	b2253
NC_000913.3	2367071	2368039		plus	undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase	arnC	945275	protein-coding		NP_416757.1	322	b2254
NC_000913.3	2368039	2370021		plus	fused UDP-4-amino-4-deoxy-L-arabinose formyltransferase/UDP-glucuronate dehydrogenase	arnA	947683	protein-coding		NP_416758.1	660	b2255
NC_000913.3	2370018	2370908		plus	putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD	arnD	945334	protein-coding		NP_416759.1	296	b2256
NC_000913.3	2370908	2372560		plus	lipid IVA 4-amino-4-deoxy-L-arabinosyltransferase	arnT	947297	protein-coding		NP_416760.1	550	b2257
NC_000913.3	2372557	2372892		plus	undecaprenyl-phosphate-alpha-L-Ara4N flippase - ArnE subunit	arnE	1450282	protein-coding		YP_588462.1	111	b4544
NC_000913.3	2372892	2373278		plus	undecaprenyl-phosphate-alpha-L-Ara4N flippase - ArnF subunit	arnF	945344	protein-coding		NP_416761.4	128	b2258
NC_000913.3	2373272	2373538		minus	signal transduction protein PmrD	pmrD	945130	protein-coding		NP_416762.2	88	b2259
NC_000913.3	2373648	2375003		minus	o-succinylbenzoate--CoA ligase	menE	946741	protein-coding		NP_416763.1	451	b2260
NC_000913.3	2375000	2375962		minus	o-succinylbenzoate synthase	menC	946734	protein-coding		NP_416764.1	320	b2261
NC_000913.3	2375962	2376819		minus	1,4-dihydroxy-2-naphthoyl-CoA synthase	menB	946747	protein-coding		NP_416765.1	285	b2262
NC_000913.3	2376834	2377592		minus	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase	menH	946736	protein-coding		NP_416766.1	252	b2263
NC_000913.3	2377589	2379259		minus	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase	menD	946720	protein-coding		NP_416767.1	556	b2264
NC_000913.3	2379348	2380643		minus	isochorismate synthase MenF	menF	946712	protein-coding		NP_416768.4	431	b2265
NC_000913.3	2380722	2381027		minus	tail-anchored inner membrane protein ElaB	elaB	946751	protein-coding		NP_416769.1	101	b2266
NC_000913.3	2381082	2381543		minus	putative acetyltransferase ElaA	elaA	946750	protein-coding		NP_416770.1	153	b2267
NC_000913.3	2381608	2382525		plus	ribonuclease BN	rbn	946760	protein-coding		NP_416771.4	305	b2268
NC_000913.3	2382713	2383924		plus	protease ElaD	elaD	946742	protein-coding		NP_416772.1	403	b2269
NC_000913.3	2383995	2385722		minus	IPR002035/DUF3520 domain-containing protein YfbK	yfbK	946743	protein-coding		NP_416773.1	575	b2270
NC_000913.3	2385860	2386831		plus	putative peptidase YfbL	yfbL	945832	protein-coding		NP_416774.2	323	b2271
NC_000913.3	2386934	2387437		plus	DUF1877 domain-containing protein YfbM	yfbM	946745	protein-coding		NP_416775.1	167	b2272
NC_000913.3	2387710	2388426		minus	uncharacterized protein YfbN	yfbN	946748	protein-coding		NP_416776.1	238	b2273
NC_000913.3	2388635	2389057		plus	uncharacterized protein YfbO	yfbO	946752	protein-coding		NP_416777.2	140	b2274
NC_000913.3	2389116	2389964		plus	uncharacterized protein YfbP	yfbP	946754	protein-coding		NP_416778.2	282	b2275
NC_000913.3	2390048	2391505		minus	NADH:quinone oxidoreductase subunit N	nuoN	945136	protein-coding		NP_416779.2	485	b2276
NC_000913.3	2391512	2393041		minus	NADH:quinone oxidoreductase subunit M	nuoM	947731	protein-coding		NP_416780.1	509	b2277
NC_000913.3	2393205	2395046		minus	NADH:quinone oxidoreductase subunit L	nuoL	945540	protein-coding		NP_416781.1	613	b2278
NC_000913.3	2395043	2395345		minus	NADH:quinone oxidoreductase subunit K	nuoK	947580	protein-coding		NP_416782.1	100	b2279
NC_000913.3	2395342	2395896		minus	NADH:quinone oxidoreductase subunit J	nuoJ	946756	protein-coding		NP_416783.1	184	b2280
NC_000913.3	2395908	2396450		minus	NADH:quinone oxidoreductase subunit I	nuoI	946757	protein-coding		NP_416784.1	180	b2281
NC_000913.3	2396465	2397442		minus	NADH:quinone oxidoreductase subunit H	nuoH	946761	protein-coding		NP_416785.1	325	b2282
NC_000913.3	2397439	2400165		minus	NADH:quinone oxidoreductase subunit G	nuoG	946762	protein-coding		NP_416786.4	908	b2283
NC_000913.3	2400218	2401555		minus	NADH:quinone oxidoreductase subunit F	nuoF	946753	protein-coding		NP_416787.1	445	b2284
NC_000913.3	2401552	2402052		minus	NADH:quinone oxidoreductase subunit E	nuoE	946746	protein-coding		NP_416788.1	166	b2285
NC_000913.3	2402055	2403845		minus	NADH:quinone oxidoreductase subunit CD	nuoC	946759	protein-coding		NP_416789.2	596	b2286
NC_000913.3	2403951	2404613		minus	NADH:quinone oxidoreductase subunit B	nuoB	946738	protein-coding		NP_416790.1	220	b2287
NC_000913.3	2404629	2405072		minus	NADH:quinone oxidoreductase subunit A	nuoA	946764	protein-coding		NP_416791.3	147	b2288
NC_000913.3	2405703	2406641		minus	DNA-binding transcriptional dual regulator LrhA	lrhA	946769	protein-coding		NP_416792.1	312	b2289
NC_000913.3	2407561	2408778		plus	glutamate--pyruvate aminotransferase AlaA	alaA	946772	protein-coding		NP_416793.1	405	b2290
NC_000913.3	2408862	2409461		plus	dCMP phosphohydrolase	yfbR	946771	protein-coding		NP_416794.1	199	b2291
NC_000913.3	2409520	2411352		minus	putative transporter YfbS	yfbS	946766	protein-coding		NP_416795.1	610	b2292
NC_000913.3	2411439	2412089		minus	hexitol phosphatase A	hxpA	946777	protein-coding		NP_416796.2	216	b2293
NC_000913.3	2412100	2412594		minus	PF03887 family protein YfbU	yfbU	946767	protein-coding		NP_416797.2	164	b2294
NC_000913.3	2412677	2413132		minus	PF04217 family membrane protein YfbV	yfbV	946774	protein-coding		NP_416798.1	151	b2295
NC_000913.3	2413470	2414672		plus	acetate kinase	ackA	946775	protein-coding		NP_416799.1	400	b2296
NC_000913.3	2414747	2416891		plus	phosphate acetyltransferase	pta	946778	protein-coding		NP_416800.1	714	b2297
NC_000913.3	2417081	2418601		plus	putative transporter YfcC	yfcC	946780	protein-coding		NP_416801.2	506	b2298
NC_000913.3	2418634	2419176		minus	putative Nudix hydrolase YfcD	yfcD	946783	protein-coding		NP_416802.1	180	b2299
NC_000913.3	2419234	2419788		minus	phosphodiesterase YfcE	yfcE	946755	protein-coding		NP_416803.3	184	b2300
NC_000913.3	2419841	2420485		minus	glutathione S-transferase YfcF	yfcF	946749	protein-coding		NP_416804.1	214	b2301
NC_000913.3	2420621	2421268		plus	disulfide bond oxidoreductase YfcG	yfcG	946763	protein-coding		NP_416805.1	215	b2302
NC_000913.3	2421325	2421687		plus	dihydroneopterin triphosphate 2'-epimerase	folX	946781	protein-coding		NP_416806.1	120	b2303
NC_000913.3	2421708	2422601		plus	epimerase family protein YfcH	yfcH	946784	protein-coding		NP_416807.1	297	b2304
NC_000913.3	2422649	2423539		minus	recombination-promoting nuclease RpnB	rpnB	946787	protein-coding		NP_416808.1	296	b2305
NC_000913.3	2423736	2424509		minus	lysine/arginine/ornithine ABC transporter/histidine ABC transporter, ATP binding subunit	hisP	946789	protein-coding		NP_416809.1	257	b2306
NC_000913.3	2424517	2425233		minus	lysine/arginine/ornithine ABC transporter/histidine ABC transporter, membrane subunit HisM	hisM	946790	protein-coding		NP_416810.1	238	b2307
NC_000913.3	2425230	2425916		minus	lysine/arginine/ornithine ABC transporter/histidine ABC transporter, membrane subunit HisQ	hisQ	947235	protein-coding		NP_416811.1	228	b2308
NC_000913.3	2426006	2426788		minus	histidine ABC transporter periplasmic binding protein	hisJ	945309	protein-coding		NP_416812.1	260	b2309
NC_000913.3	2427009	2427791		minus	lysine/arginine/ornithine ABC transporter periplasmic binding protein	argT	949030	protein-coding		NP_416813.1	260	b2310
NC_000913.3	2428057	2428626		minus	flavin prenyltransferase	ubiX	949033	protein-coding		NP_416814.1	189	b2311
NC_000913.3	2428721	2430238		minus	amidophosphoribosyltransferase	purF	946794	protein-coding		NP_416815.1	505	b2312
NC_000913.3	2430275	2430763		minus	colicin V production protein	cvpA	945055	protein-coding		NP_416816.1	162	b2313
NC_000913.3	2431022	2431684		minus	cell division protein DedD	dedD	944971	protein-coding		NP_416817.2	220	b2314
NC_000913.3	2431674	2432942		minus	bifunctional folylpolyglutamate synthetase/dihydrofolate synthetase	folC	945451	protein-coding		NP_416818.1	422	b2315
NC_000913.3	2433012	2433926		minus	acetyl-CoA carboxyltransferase subunit beta	accD	946796	protein-coding		NP_416819.1	304	b2316
NC_000913.3	2434082	2434741		minus	DedA family protein DedA	dedA	946798	protein-coding		NP_416820.1	219	b2317
NC_000913.3	2434824	2435636		minus	tRNA pseudouridine(38-40) synthase	truA	946793	protein-coding		NP_416821.1	270	b2318
NC_000913.3	2435636	2436649		minus	putative semialdehyde dehydrogenase Usg	usg	946797	protein-coding		NP_416822.1	337	b2319
NC_000913.3	2436715	2437851		minus	erythronate-4-phosphate dehydrogenase	pdxB	946785	protein-coding		NP_416823.1	378	b2320
NC_000913.3	2437950	2438945		plus	putative flagella assembly protein	flk	946776	protein-coding		NP_416824.1	331	b2321
NC_000913.3	2438942	2440120		minus	putative transporter YfcJ	yfcJ	946791	protein-coding		NP_416825.1	392	b2322
NC_000913.3	2440385	2441605		minus	3-oxoacyl-[acyl carrier protein] synthase 1	fabB	946799	protein-coding		NP_416826.1	406	b2323
NC_000913.3	2441764	2443770		plus	fused tRNA 5-aminomethyl-2-thiouridylate methyltransferase and tRNA 5-aminomethyl-2-thiouridylate synthase	mnmC	946800	protein-coding		NP_416827.4	668	b2324
NC_000913.3	2443891	2444169		minus	PF08891 family protein YfcL	yfcL	946804	protein-coding		NP_416828.1	92	b2325
NC_000913.3	2444203	2444751		minus	EF-P-Lys34 hydroxylase	epmC	946807	protein-coding		NP_416829.1	182	b2326
NC_000913.3	2444751	2445560		minus	putative transporter YfcA	yfcA	946808	protein-coding		NP_416830.1	269	b2327
NC_000913.3	2445560	2446384		minus	peptidoglycan DD-endopeptidase/peptidoglycan LD-endopeptidase	mepA	946812	protein-coding		NP_416831.1	274	b2328
NC_000913.3	2446388	2447473		minus	chorismate synthase	aroC	946814	protein-coding		NP_416832.1	361	b2329
NC_000913.3	2447508	2448440		minus	ribosomal protein L3 N(5)-glutamine methyltransferase	prmB	946805	protein-coding		NP_416833.4	310	b2330
NC_000913.3	2448606	2449157		plus	putative endonuclease SmrB	smrB	944847	protein-coding		NP_416834.1	183	b2331
NC_000913.3	2449228	2450049		minus	DUF2544 domain-containing protein YfcO	yfcO	946620	protein-coding		NP_416835.2	273	b2332
NC_000913.3	2450051	2450590		minus	putative fimbrial protein YfcP	yfcP	946788	protein-coding		NP_416836.1	179	b2333
NC_000913.3	2450587	2451075		minus	putative fimbrial protein YfcQ	yfcQ	946779	protein-coding		NP_416837.1	162	b2334
NC_000913.3	2451072	2451584		minus	putative fimbrial protein YfcR	yfcR	946818	protein-coding		NP_416838.1	170	b2335
NC_000913.3	2451584	2452336		minus	putative fimbrial chaperone YfcS	yfcS	946418	protein-coding		NP_416839.1	250	b2336
NC_000913.3	2452356	2455001		minus	uncharacterized gene	yfcU	1450268	pseudogene				b4661
NC_000913.3	2455083	2455646		minus	putative fimbrial protein YfcV	yfcV	949109	protein-coding		NP_416841.1	187	b2339
NC_000913.3	2456327	2456812		minus	phosphohistidine phosphatase SixA	sixA	946815	protein-coding		NP_416842.1	161	b2340
NC_000913.3	2457015	2459159		minus	3-hydroxyacyl-CoA dehydrogenase FadJ	fadJ	949097	protein-coding		NP_416843.1	714	b2341
NC_000913.3	2459159	2460469		minus	3-ketoacyl-CoA thiolase FadI	fadI	948823	protein-coding		NP_416844.1	436	b2342
NC_000913.3	2460650	2460934		minus	DUF406 domain-containing protein YfcZ	yfcZ	948817	protein-coding		NP_416845.2	94	b2343
NC_000913.3	2461306	2462646		plus	long-chain fatty acid outer membrane channel/bacteriophage T2 receptor	fadL	946820	protein-coding		NP_416846.2	446	b2344
NC_000913.3	2463012	2464070		plus	protein YfdF	yfdF	946819	protein-coding		NP_416847.1	352	b2345
NC_000913.3	2464252	2465007		minus	intermembrane phospholipid transport system - outer membrane lipoprotein MlaA	mlaA	945582	protein-coding		NP_416848.1	251	b2346
NC_000913.3	2465301	2466233		plus	inner membrane protein YfdC	yfdC	944801	protein-coding		NP_416849.1	310	b2347
NC_000913.3	2466309	2466383		plus	tRNA-Arg	argW	945486	tRNA				b2348
NC_000913.3	2466545	2467702		plus	prophage CPS-53 integrase	intS	946821	protein-coding		NP_416850.1	385	b2349
NC_000913.3	2467855	2468217		plus	putative bactoprenol-linked glucose translocase	yfdG	948821	protein-coding		NP_416851.1	120	b2350
NC_000913.3	2468214	2469134		plus	bactoprenol glucosyl transferase	yfdH	949098	protein-coding		NP_416852.1	306	b2351
NC_000913.3	2469131	2470462		plus	serotype-specific glucosyl transferase YfdI	yfdI	946822	protein-coding		NP_416853.1	443	b2352
NC_000913.3	2470497	2470643		minus	toxic protein YodE	yodE	63925642	protein-coding		YP_010051190.1	48	b4780
NC_000913.3	2470803	2471105		plus	uncharacterized gene	tfaS	946825	pseudogene				b2353
NC_000913.3	2471077	2471517		minus	putative tail fiber assembly protein YfdK	yfdK	948822	protein-coding		NP_416855.1	146	b2354
NC_000913.3	2471544	2472062		minus	uncharacterized gene	yfdL	949099	pseudogene				b2355
NC_000913.3	2472112	2472387		minus	putative methyltransferase YfdM	yfdM	945416	protein-coding		YP_009518803.1	91	b2356
NC_000913.3	2472387	2472881		minus	uncharacterized protein YfdN	yfdN	946419	protein-coding		NP_416858.1	164	b2357
NC_000913.3	2472878	2473246		minus	protein YdfO	yfdO	947403	protein-coding		YP_009518804.1	122	b2358
NC_000913.3	2473604	2473966		plus	uncharacterized protein YfdP	yfdP	945565	protein-coding		NP_416860.4	120	b2359
NC_000913.3	2474032	2474856		plus	DUF2303 domain-containing protein YfdQ	yfdQ	946827	protein-coding		NP_416861.1	274	b2360
NC_000913.3	2474984	2475520		plus	5'-deoxynucleotidase	yfdR	946834	protein-coding		NP_416862.2	178	b2361
NC_000913.3	2475511	2475873		plus	protein YfdS	yfdS	946426	protein-coding		NP_416863.1	120	b2362
NC_000913.3	2475873	2476178		plus	protein YfdT	yfdT	946836	protein-coding		NP_416864.1	101	b2363
NC_000913.3	2476094	2476234		plus	putative uncharacterized protein YpdJ	ypdJ	1450283	protein-coding		YP_009518805.1	46	b4545
NC_000913.3	2476310	2476510		plus	prophage CPS-53 recombination directionality factor and response regulator inhibitor	torI	1450232	protein-coding		YP_588463.1	66	b4501
NC_000913.3	2476584	2476598		plus	uncharacterized gene	pawZ	5625569	pseudogene				b4643
NC_000913.3	2476694	2477629		minus	DNA-binding transcriptional dual regulator DsdC	dsdC	948828	protein-coding		NP_416865.1	311	b2364
NC_000913.3	2477847	2479184		plus	D-serine transporter	dsdX	949103	protein-coding		NP_416866.1	445	b2365
NC_000913.3	2479202	2480530		plus	D-serine ammonia-lyase	dsdA	946837	protein-coding		NP_416867.1	442	b2366
NC_000913.3	2480638	2482176		minus	tripartite efflux pump membrane subunit EmrY	emrY	946835	protein-coding		NP_416868.1	512	b2367
NC_000913.3	2482176	2483339		minus	tripartite efflux pump membrane fusion protein EmrK	emrK	946840	protein-coding		NP_416869.1	387	b2368
NC_000913.3	2483729	2483758		plus	protein EvgL	evgL	63925643	protein-coding		YP_010051191.1	9	b4781
NC_000913.3	2483755	2484369		plus	DNA-binding transcriptional activator EvgA	evgA	946841	protein-coding		NP_416870.1	204	b2369
