,locus,symbol,ncbi,metadata_idx,semisup_idx,iml1515_idx,precise1k_idx
2128,b2006,yeeW,['NC_000913.3_cds_YP_009518797.1_1986'],[],1863,-1,2014
2129,b4642,yoeD,[],[],-1,-1,-1
2130,b4538,yoeF,['NC_000913.3_cds_YP_009518798.1_1987'],[],1864,-1,2015
2131,b2007,tmaR,['NC_000913.3_cds_NP_416511.4_1988'],[],1865,-1,2016
2132,b4818,yoeJ,['NC_000913.3_cds_YP_010283912.1_1989'],[],-1,-1,-1
2133,b2008,yeeA,['NC_000913.3_cds_NP_416512.1_1990'],[],1866,-1,2017
2134,b2009,sbmC,['NC_000913.3_cds_NP_416513.1_1991'],[],1867,-1,2018
2135,b2010,dacD,['NC_000913.3_cds_NP_416514.4_1992'],[],1868,668,2019
2136,b2011,sbcB,['NC_000913.3_cds_NP_416515.1_1993'],[],1869,-1,2020
2137,b2012,tsuB,['NC_000913.3_cds_NP_416516.1_1994'],[],1870,-1,2021
2138,b2013,tsuA,['NC_000913.3_cds_NP_416517.1_1995'],[],1871,-1,2022
2139,b2014,plaP,['NC_000913.3_cds_NP_416518.2_1996'],[],1872,669,2023
2140,b4678,yoeI,['NC_000913.3_cds_YP_002791246.1_1997'],[],-1,-1,2024
2141,b2015,yeeY,['NC_000913.3_cds_NP_416519.4_1998'],[],1873,-1,2025
2142,b2016,yeeZ,['NC_000913.3_cds_NP_416520.1_1999'],[],1874,-1,2026
2143,b4539,yoeB,['NC_000913.3_cds_YP_588458.1_2000'],[],1875,-1,2027
2144,b2017,yefM,['NC_000913.3_cds_NP_416521.2_2001'],[],1876,-1,2028
2145,b2018,hisL,['NC_000913.3_cds_NP_416522.1_2002'],[],-1,-1,2029
2146,b2019,hisG,['NC_000913.3_cds_NP_416523.1_2003'],[],1877,670,2030
2147,b2020,hisD,['NC_000913.3_cds_NP_416524.1_2004'],[],1878,671,2031
2148,b2021,hisC,['NC_000913.3_cds_NP_416525.1_2005'],[],1879,672,2032
2149,b2022,hisB,['NC_000913.3_cds_NP_416526.4_2006'],[],1880,673,2033
2150,b2023,hisH,['NC_000913.3_cds_NP_416527.1_2007'],[],1881,674,2034
2151,b2024,hisA,['NC_000913.3_cds_NP_416528.2_2008'],[],1882,675,2035
2152,b2025,hisF,['NC_000913.3_cds_NP_416529.1_2009'],[],1883,676,2036
2153,b2026,hisI,['NC_000913.3_cds_NP_416530.1_2010'],[],1884,677,2037
2154,b2027,wzzB,['NC_000913.3_cds_NP_416531.4_2011'],[],1885,678,2038
2155,b2028,ugd,['NC_000913.3_cds_NP_416532.1_2012'],[],1886,679,2039
2156,b2029,gnd,['NC_000913.3_cds_NP_416533.1_2013'],[],1887,680,2040
2157,b4571,wbbL,['NC_000913.3_cds_b4571_2014'],[],1888,-1,2041
2158,b2030,insH7,['NC_000913.3_cds_NP_415847.2_2015'],[],-1,-1,2042
2159,b2032,wbbK,['NC_000913.3_cds_NP_416536.1_2016'],[],1889,681,2043
2160,b2033,wbbJ,['NC_000913.3_cds_NP_416537.1_2017'],[],1890,682,2044
2161,b2034,wbbI,['NC_000913.3_cds_NP_416538.1_2018'],[],1891,683,2045
2162,b2035,wbbH,['NC_000913.3_cds_NP_416539.1_2019'],[],1892,684,2046
2163,b2036,glf,['NC_000913.3_cds_NP_416540.1_2020'],[],1893,685,2047
2164,b2037,rfbX,['NC_000913.3_cds_NP_416541.1_2021'],[],1894,686,2048
2165,b2038,rfbC,['NC_000913.3_cds_NP_416542.1_2022'],[],1896,687,2049
2166,b2039,rfbA,['NC_000913.3_cds_NP_416543.1_2023'],[],1897,688,2050
2167,b2040,rfbD,['NC_000913.3_cds_NP_416544.1_2024'],[],-1,689,2051
2168,b2041,rfbB,['NC_000913.3_cds_NP_416545.1_2025'],[],1898,690,2052
2169,b2042,galF,['NC_000913.3_cds_NP_416546.1_2026'],[],1899,-1,2053
2170,b2043,wcaM,['NC_000913.3_cds_NP_416547.1_2027'],[],1900,-1,2054
2171,b2044,wcaL,['NC_000913.3_cds_NP_416548.1_2028'],[],1901,-1,2055
2172,b2045,wcaK,['NC_000913.3_cds_NP_416549.1_2029'],[],1902,-1,2056
2173,b2046,wzxC,['NC_000913.3_cds_NP_416550.1_2030'],[],1903,-1,2057
2174,b2047,wcaJ,['NC_000913.3_cds_NP_416551.1_2031'],[],1904,691,2058
2175,b2048,cpsG,['NC_000913.3_cds_NP_416552.1_2032'],[],1905,692,2059
2176,b2049,cpsB,['NC_000913.3_cds_NP_416553.1_2033'],[],1906,693,2060
2177,b2050,wcaI,['NC_000913.3_cds_NP_416554.1_2034'],[],1907,-1,2061
2178,b2051,gmm,['NC_000913.3_cds_NP_416555.2_2035'],[],1908,694,2062
2179,b2052,fcl,['NC_000913.3_cds_NP_416556.1_2036'],[],1909,695,2063
2180,b2053,gmd,['NC_000913.3_cds_NP_416557.1_2037'],[],1910,696,2064
2181,b2054,wcaF,['NC_000913.3_cds_NP_416558.1_2038'],[],1911,-1,2065
2182,b2055,wcaE,['NC_000913.3_cds_NP_416559.1_2039'],[],1912,-1,2066
2183,b2056,wcaD,['NC_000913.3_cds_NP_416560.1_2040'],[],1913,-1,2067
2184,b2057,wcaC,['NC_000913.3_cds_NP_416561.1_2041'],[],1914,-1,2068
2185,b2058,wcaB,['NC_000913.3_cds_NP_416562.1_2042'],[],1915,-1,2069
2186,b2059,wcaA,['NC_000913.3_cds_NP_416563.1_2043'],[],1916,-1,2070
2187,b2060,wzc,['NC_000913.3_cds_NP_416564.4_2044'],[],1917,-1,2071
2188,b2061,wzb,['NC_000913.3_cds_NP_416565.1_2045'],[],1918,-1,2072
2189,b2062,wza,['NC_000913.3_cds_NP_416566.1_2046'],[],1919,-1,2073
2190,b2063,yegH,['NC_000913.3_cds_NP_416567.4_2047'],[],1920,-1,2074
2191,b2064,asmA,['NC_000913.3_cds_NP_416568.1_2048'],[],1921,-1,2075
2192,b2065,dcd,['NC_000913.3_cds_NP_416569.1_2049'],[],1922,697,2076
2193,b2066,udk,['NC_000913.3_cds_NP_416570.2_2050'],[],1923,698,2077
2194,b2067,dgcE,['NC_000913.3_cds_NP_416571.1_2051'],[],1924,-1,2078
2195,b2068,alkA,['NC_000913.3_cds_NP_416572.1_2052'],[],1925,-1,2079
2196,b2069,yegD,['NC_000913.3_cds_NP_416573.4_2053'],[],1926,-1,2080
2197,b2070,yegI,['NC_000913.3_cds_NP_416574.1_2054'],[],1927,-1,2081
2198,b2071,yegJ,['NC_000913.3_cds_NP_416575.1_2055'],[],1928,-1,2082
2199,b2072,pphC,['NC_000913.3_cds_NP_416576.1_2056'],[],1929,-1,2083
2200,b2073,yegL,['NC_000913.3_cds_NP_416577.1_2057'],[],1930,-1,2084
2201,b4436,sibA,[],[],-1,-1,-1
2202,b4667,ibsA,['NC_000913.3_cds_YP_002791247.1_2058'],[],-1,-1,2085
2203,b4437,sibB,[],[],-1,-1,-1
2204,b4668,ibsB,['NC_000913.3_cds_YP_002791248.1_2059'],[],-1,-1,2086
2205,b2074,mdtA,['NC_000913.3_cds_NP_416578.2_2060'],[],1931,-1,2087
2206,b2075,mdtB,['NC_000913.3_cds_NP_416579.1_2061'],[],1932,-1,2088
2207,b2076,mdtC,['NC_000913.3_cds_NP_416580.1_2062'],[],1933,-1,2089
2208,b2077,mdtD,['NC_000913.3_cds_NP_416581.1_2063'],[],1934,-1,2090
2209,b2078,baeS,['NC_000913.3_cds_NP_416582.1_2064'],[],1935,-1,2091
2210,b2079,baeR,['NC_000913.3_cds_NP_416583.1_2065'],[],1936,-1,2092
2211,b2080,yegP,['NC_000913.3_cds_NP_416584.4_2066'],[],1937,-1,2093
2212,b2081,trhP,['NC_000913.3_cds_NP_416585.1_2067'],[],1938,-1,2094
2213,b4438,cyaR,[],"[31, 32, 33, 34, 35, 36]",-1,-1,-1
2214,b2082,ogrK,['NC_000913.3_cds_NP_416586.1_2068'],[],1939,-1,2095
2215,b2083,yegZ,[],[],-1,-1,2096
2216,b2085,yegR,['NC_000913.3_cds_NP_416589.2_2069'],[],1940,-1,2097
2217,b2086,yegS,['NC_000913.3_cds_NP_416590.1_2070'],[],1941,-1,2098
2218,b4498,gatR,['NC_000913.3_cds_b4498_2071'],[],1942,-1,2099
2219,b2088,insE5,['NC_000913.3_cds_NP_416592.2_2072'],[],-1,-1,2100
2220,b2089,insF5,['NC_000913.3_cds_NP_416593.1_2073'],[],-1,-1,2101
2221,b2091,gatD,['NC_000913.3_cds_NP_416594.1_2074'],[],1943,699,2102
2222,b2092,gatC,[],[],1944,700,2103
2223,b2093,gatB,['NC_000913.3_cds_NP_416596.1_2075'],[],1945,701,2104
2224,b2094,gatA,['NC_000913.3_cds_NP_416597.1_2076'],[],-1,702,2105
2225,b2095,gatZ,['NC_000913.3_cds_NP_416598.1_2077'],[],1946,703,2106
2226,b2096,gatY,['NC_000913.3_cds_NP_416599.2_2078'],[],1947,704,2107
2227,b2097,fbaB,['NC_000913.3_cds_NP_416600.4_2079'],[],1948,705,2108
2228,b2098,yegT,['NC_000913.3_cds_NP_416601.1_2080'],[],1949,-1,2109
2229,b2099,yegU,['NC_000913.3_cds_NP_416602.1_2081'],[],1950,-1,2110
2230,b2100,yegV,['NC_000913.3_cds_NP_416603.1_2082'],[],1951,-1,2111
2231,b2101,yegW,['NC_000913.3_cds_NP_416604.1_2083'],[],1952,-1,2112
2232,b2102,yegX,['NC_000913.3_cds_NP_416605.2_2084'],[],1953,-1,2113
2233,b2103,thiD,['NC_000913.3_cds_NP_416606.1_2085'],[],1954,706,2114
2234,b2104,thiM,['NC_000913.3_cds_NP_416607.1_2086'],[],1955,707,2115
2235,b2105,rcnR,['NC_000913.3_cds_NP_416608.1_2087'],[],1956,-1,2116
2236,b2106,rcnA,['NC_000913.3_cds_NP_416609.1_2088'],[],1957,-1,2117
2237,b2107,rcnB,['NC_000913.3_cds_NP_416610.4_2089'],[],1958,-1,2118
2238,b2108,yehA,['NC_000913.3_cds_NP_416611.1_2090'],[],1959,-1,2119
2239,b2109,yehB,['NC_000913.3_cds_NP_416612.1_2091'],[],-1,-1,2120
2240,b2110,yehC,['NC_000913.3_cds_NP_416613.1_2092'],[],1960,-1,2121
2241,b2111,yehD,['NC_000913.3_cds_NP_416614.1_2093'],[],1961,-1,2122
2242,b2112,yehE,['NC_000913.3_cds_NP_416615.1_2094'],[],1962,-1,2123
2243,b2113,mrp,['NC_000913.3_cds_NP_416616.4_2095'],[],1963,-1,2124
2244,b2114,metG,['NC_000913.3_cds_NP_416617.1_2096'],[],1964,-1,2125
2245,b2115,yehF,['NC_000913.3_cds_YP_009518799.1_2097'],[],-1,-1,2126
2246,b4499,yehH,[],[],1965,-1,-1
2247,b2118,yehI,['NC_000913.3_cds_NP_416621.1_2098'],[],1966,-1,2127
2248,b4541,yehK,['NC_000913.3_cds_YP_588459.1_2099'],[],1967,-1,2128
2249,b2119,yehL,['NC_000913.3_cds_NP_416623.2_2100'],[],1968,-1,2129
2250,b2120,yehM,['NC_000913.3_cds_NP_416624.1_2101'],[],1969,-1,2130
2251,b2121,yehP,['NC_000913.3_cds_NP_416625.1_2102'],[],1970,-1,2131
2252,b2122,yehQ,['NC_000913.3_cds_YP_009518800.1_2103'],[],1971,-1,2132
2253,b2123,yehR,['NC_000913.3_cds_NP_416627.2_2104'],[],1972,-1,2133
2254,b2124,yehS,['NC_000913.3_cds_NP_416628.1_2105'],[],1973,-1,2134
2255,b2125,btsR,['NC_000913.3_cds_NP_416629.4_2106'],[],1974,-1,2135
2256,b2126,btsS,['NC_000913.3_cds_NP_416630.1_2107'],[],1975,-1,2136
2257,b2127,mlrA,['NC_000913.3_cds_NP_416631.1_2108'],[],1976,-1,2137
2258,b4542,yohO,['NC_000913.3_cds_YP_588460.1_2109'],[],1977,-1,2138
2259,b2128,yehW,['NC_000913.3_cds_NP_416632.1_2110'],[],1978,708,2139
2260,b2129,yehX,['NC_000913.3_cds_NP_416633.1_2111'],[],1979,709,2140
2261,b2130,yehY,['NC_000913.3_cds_NP_416634.1_2112'],[],1980,710,2141
2262,b2131,osmF,['NC_000913.3_cds_NP_416635.1_2113'],[],1981,711,2142
2263,b2132,bglX,['NC_000913.3_cds_NP_416636.1_2114'],[],1982,712,2143
2264,b2133,dld,['NC_000913.3_cds_NP_416637.1_2115'],[],1983,713,2144
2265,b2134,pbpG,['NC_000913.3_cds_NP_416638.4_2116'],[],1984,714,2145
2266,b2135,yohC,['NC_000913.3_cds_NP_416639.2_2117'],[],1985,-1,2146
2267,b2136,yohD,['NC_000913.3_cds_NP_416640.2_2118'],[],1986,-1,2147
2268,b2137,yohF,['NC_000913.3_cds_NP_416641.1_2119'],[],1987,-1,2148
2269,b2139,mdtQ,[],[],1988,-1,2149
2270,b4679,yohP,['NC_000913.3_cds_YP_002791249.1_2120'],[],-1,-1,2150
2271,b2140,dusC,['NC_000913.3_cds_NP_416645.1_2121'],[],1989,-1,2151
2272,b2141,yohJ,['NC_000913.3_cds_NP_416646.1_2122'],[],1990,-1,2152
2273,b2142,yohK,['NC_000913.3_cds_NP_416647.1_2123'],[],1991,-1,2153
2274,b2143,cdd,['NC_000913.3_cds_NP_416648.1_2124'],[],1992,715,2154
2275,b2144,sanA,['NC_000913.3_cds_NP_416649.1_2125'],[],1993,-1,2155
2276,b2145,yeiS,['NC_000913.3_cds_NP_416650.1_2126'],[],1994,-1,2156
2277,b2146,preT,['NC_000913.3_cds_NP_416651.1_2127'],[],1995,716,2157
2278,b2147,preA,['NC_000913.3_cds_NP_416652.4_2128'],[],1996,717,2158
2279,b2148,mglC,['NC_000913.3_cds_NP_416653.1_2129'],[],1997,718,2159
2280,b2149,mglA,['NC_000913.3_cds_NP_416654.1_2130'],[],1998,719,2160
2281,b2150,mglB,['NC_000913.3_cds_NP_416655.1_2131'],[],1999,720,2161
2282,b2151,galS,['NC_000913.3_cds_NP_416656.1_2132'],[],2000,-1,2162
2283,b2152,yeiB,['NC_000913.3_cds_NP_416657.1_2133'],[],2001,-1,2163
2284,b2153,folE,['NC_000913.3_cds_NP_416658.1_2134'],[],2002,721,2164
2285,b2154,yeiG,['NC_000913.3_cds_NP_416659.1_2135'],[],2003,722,2165
2286,b2155,cirA,['NC_000913.3_cds_NP_416660.1_2136'],[],2004,723,2166
2287,b2156,lysP,['NC_000913.3_cds_NP_416661.1_2137'],[],2005,724,2167
2288,b2157,yeiE,['NC_000913.3_cds_NP_416662.1_2138'],[],2006,-1,2168
2289,b2158,yeiH,['NC_000913.3_cds_NP_416663.1_2139'],[],-1,-1,2169
2290,b2159,nfo,['NC_000913.3_cds_NP_416664.1_2140'],[],2007,-1,2170
2291,b2160,yeiI,['NC_000913.3_cds_NP_416665.1_2141'],[],2008,-1,2171
2292,b2161,nupX,['NC_000913.3_cds_NP_416666.1_2142'],[],2009,-1,2172
2293,b2162,rihB,['NC_000913.3_cds_NP_416667.1_2143'],[],2010,725,2173
2294,b2163,yeiL,['NC_000913.3_cds_NP_416668.3_2144'],[],2011,-1,2174
2295,b2164,psuT,['NC_000913.3_cds_NP_416669.1_2145'],[],2012,726,2175
2296,b2165,psuG,['NC_000913.3_cds_NP_416670.1_2146'],[],2013,727,2176
2297,b2166,psuK,['NC_000913.3_cds_NP_416671.1_2147'],[],2014,728,2177
2298,b2167,fruA,['NC_000913.3_cds_NP_416672.1_2148'],[],2015,729,2178
2299,b2168,fruK,['NC_000913.3_cds_NP_416673.1_2149'],[],2016,730,2179
2300,b2169,fruB,['NC_000913.3_cds_NP_416674.1_2150'],[],2018,731,2180
2301,b2170,setB,['NC_000913.3_cds_NP_416675.1_2151'],[],2019,732,2181
2302,b4502,yeiW,['NC_000913.3_cds_YP_588461.1_2152'],[],2020,-1,2182
2303,b2171,yeiP,['NC_000913.3_cds_NP_416676.4_2153'],[],2021,-1,2183
2304,b2172,yeiQ,['NC_000913.3_cds_NP_416677.1_2154'],[],2022,-1,2184
2305,b2173,yeiR,['NC_000913.3_cds_NP_416678.1_2155'],[],2023,733,2185
2306,b2174,lpxT,['NC_000913.3_cds_NP_416679.4_2156'],[],2024,734,2186
2307,b2175,mepS,['NC_000913.3_cds_NP_416680.1_2157'],[],-1,735,2187
2308,b2176,pdeN,['NC_000913.3_cds_NP_416681.1_2158'],[],2025,-1,2188
2309,b2177,yejA,['NC_000913.3_cds_NP_416682.4_2159'],[],2026,736,2189
2310,b2178,yejB,['NC_000913.3_cds_NP_416683.1_2160'],[],2027,737,2190
2311,b2179,yejE,['NC_000913.3_cds_NP_416684.1_2161'],[],2028,738,2191
2312,b2180,yejF,['NC_000913.3_cds_NP_416685.1_2162'],[],2029,739,2192
2313,b2181,yejG,['NC_000913.3_cds_NP_416686.1_2163'],[],2030,-1,2193
2314,b2182,bcr,['NC_000913.3_cds_NP_416687.1_2164'],[],2031,-1,2194
2315,b2183,rsuA,['NC_000913.3_cds_NP_416688.1_2165'],[],2032,-1,2195
2316,b2184,radD,['NC_000913.3_cds_NP_416689.1_2166'],[],2033,-1,2196
2317,b2185,rplY,['NC_000913.3_cds_NP_416690.1_2167'],[],2034,-1,2197
2318,b2186,yejK,['NC_000913.3_cds_NP_416691.1_2168'],[],2035,-1,2198
2319,b2187,yejL,['NC_000913.3_cds_NP_416692.1_2169'],[],2036,-1,2199
2320,b2188,lapC,['NC_000913.3_cds_NP_416693.1_2170'],[],2037,-1,2200
2321,b2189,proL,[],[],2038,-1,-1
2322,b2190,yejO,['NC_000913.3_cds_b2190_2171'],[],2039,-1,2201
2323,b2192,insH8,['NC_000913.3_cds_NP_416535.2_2172'],[],-1,-1,2202
2324,b2193,narP,['NC_000913.3_cds_NP_416697.1_2173'],[],2040,-1,2203
2325,b2194,ccmH,['NC_000913.3_cds_NP_416698.1_2174'],[],2041,-1,2204
2326,b2195,ccmG,['NC_000913.3_cds_NP_416699.1_2175'],[],2042,-1,2205
2327,b2196,ccmF,['NC_000913.3_cds_NP_416700.1_2176'],[],2043,-1,2206
2328,b2197,ccmE,['NC_000913.3_cds_NP_416701.1_2177'],[],2044,740,2207
2329,b2198,ccmD,['NC_000913.3_cds_NP_416702.1_2178'],[],2045,741,2208
2330,b2199,ccmC,['NC_000913.3_cds_NP_416703.1_2179'],[],2046,742,2209
2331,b2200,ccmB,['NC_000913.3_cds_NP_416704.1_2180'],[],2047,743,2210
2332,b2201,ccmA,['NC_000913.3_cds_NP_416705.2_2181'],[],2048,744,2211
2333,b2202,napC,['NC_000913.3_cds_NP_416706.1_2182'],[],2049,745,2212
2334,b2203,napB,['NC_000913.3_cds_NP_416707.4_2183'],[],-1,746,2213
2335,b2204,napH,['NC_000913.3_cds_NP_416708.1_2184'],[],2050,747,2214
2336,b2205,napG,['NC_000913.3_cds_NP_416709.1_2185'],[],2051,748,2215
2337,b2206,napA,['NC_000913.3_cds_NP_416710.1_2186'],[],2052,749,2216
2338,b2207,napD,['NC_000913.3_cds_NP_416711.1_2187'],[],2053,-1,2217
2339,b2208,napF,['NC_000913.3_cds_NP_416712.1_2188'],[],2054,-1,2218
2340,b4604,yojO,['NC_000913.3_cds_YP_009518801.1_2189'],[],-1,-1,2219
2341,b2209,eco,['NC_000913.3_cds_NP_416713.1_2190'],[],2055,-1,2220
2342,b2210,mqo,['NC_000913.3_cds_NP_416714.1_2191'],[],2056,750,2221
2343,b2211,yojI,['NC_000913.3_cds_NP_416715.1_2192'],[],2057,-1,2222
2344,b2212,alkB,['NC_000913.3_cds_NP_416716.1_2193'],[],2058,-1,2223
2345,b2213,ada,['NC_000913.3_cds_NP_416717.1_2194'],[],2059,-1,2224
2346,b2214,ftp,['NC_000913.3_cds_NP_416718.1_2195'],[],2060,-1,2225
2347,b2215,ompC,['NC_000913.3_cds_NP_416719.1_2196'],[],2061,751,2226
2348,b4439,micF,[],[],-1,-1,-1
2349,b2216,rcsD,['NC_000913.3_cds_NP_416720.1_2197'],[],2062,-1,2227
2350,b2217,rcsB,['NC_000913.3_cds_NP_416721.1_2198'],[],2063,-1,2228
2351,b2218,rcsC,['NC_000913.3_cds_NP_416722.2_2199'],[],-1,-1,2229
2352,b2219,atoS,['NC_000913.3_cds_NP_416723.1_2200'],[],2064,-1,2230
2353,b2220,atoC,['NC_000913.3_cds_NP_416724.1_2201'],[],2065,-1,2231
2354,b2221,atoD,['NC_000913.3_cds_NP_416725.1_2202'],[],2066,752,2232
2355,b2222,atoA,['NC_000913.3_cds_NP_416726.1_2203'],[],2067,753,2233
2356,b2223,atoE,['NC_000913.3_cds_NP_416727.1_2204'],[],2068,754,2234
2357,b2224,atoB,['NC_000913.3_cds_NP_416728.1_2205'],[],2069,755,2235
2358,b2225,yfaP,['NC_000913.3_cds_NP_416729.1_2206'],[],2070,-1,2236
2359,b2226,yfaQ,['NC_000913.3_cds_NP_416730.1_2207'],[],2071,-1,2237
2360,b4500,yfaS,[],[],2072,-1,2238
2361,b2229,yfaT,['NC_000913.3_cds_NP_416732.4_2208'],[],2073,-1,2239
2362,b2230,yfaA,['NC_000913.3_cds_NP_416733.4_2209'],[],2074,-1,2240
2363,b2231,gyrA,['NC_000913.3_cds_NP_416734.1_2210'],[],2075,-1,2241
2364,b2232,ubiG,['NC_000913.3_cds_NP_416735.1_2211'],[],2076,756,2242
2365,b2233,yfaL,['NC_000913.3_cds_NP_416736.1_2212'],[],2077,-1,2243
2366,b4605,ypaB,['NC_000913.3_cds_YP_009518802.1_2213'],[],-1,-1,2244
2367,b2234,nrdA,['NC_000913.3_cds_NP_416737.1_2214'],[],2078,757,2245
2368,b4779,yoaM,['NC_000913.3_cds_YP_010051189.1_2215'],[],-1,-1,-1
2369,b2235,nrdB,['NC_000913.3_cds_NP_416738.1_2216'],[],2080,758,2246
2370,b2236,yfaE,['NC_000913.3_cds_NP_416739.1_2217'],[],2081,-1,2247
2371,b2237,inaA,['NC_000913.3_cds_NP_416740.1_2218'],[],2082,-1,2248
2372,b2238,yfaH,[],[],2083,-1,2249
2373,b2239,glpQ,['NC_000913.3_cds_NP_416742.1_2219'],[],2084,759,2250
2374,b2240,glpT,['NC_000913.3_cds_NP_416743.1_2220'],[],2085,760,2251
2375,b2241,glpA,['NC_000913.3_cds_NP_416744.1_2221'],[],2086,761,2252
2376,b2242,glpB,['NC_000913.3_cds_NP_416745.1_2222'],[],2087,762,2253
2377,b2243,glpC,['NC_000913.3_cds_NP_416746.1_2223'],[],2088,763,2254
2378,b2244,rpnE,['NC_000913.3_cds_NP_416747.1_2224'],[],2089,-1,2255
2379,b4543,ypaA,[],[],-1,-1,2256
2380,b2245,yfaU,['NC_000913.3_cds_NP_416748.1_2225'],[],2090,764,2257
2381,b2246,yfaV,['NC_000913.3_cds_NP_416749.4_2226'],[],2091,-1,2258
2382,b2247,rhmD,['NC_000913.3_cds_NP_416750.2_2227'],[],2092,765,2259
2383,b2248,yfaX,['NC_000913.3_cds_NP_416751.1_2228'],[],2093,-1,2260
2384,b2249,yfaY,['NC_000913.3_cds_NP_416752.1_2229'],[],2094,-1,2261
2385,b2250,yfaZ,['NC_000913.3_cds_NP_416753.4_2230'],[],-1,-1,2262
2386,b2251,nudI,['NC_000913.3_cds_NP_416754.1_2231'],[],2095,766,2263
2387,b2252,ais,['NC_000913.3_cds_NP_416755.1_2232'],[],2096,-1,2264
2388,b2253,arnB,['NC_000913.3_cds_NP_416756.6_2233'],[],2097,767,2265
2389,b2254,arnC,['NC_000913.3_cds_NP_416757.1_2234'],[],2098,768,2266
2390,b2255,arnA,['NC_000913.3_cds_NP_416758.1_2235'],[],2099,769,2267
2391,b2256,arnD,['NC_000913.3_cds_NP_416759.1_2236'],[],2100,770,2268
2392,b2257,arnT,['NC_000913.3_cds_NP_416760.1_2237'],[],2101,771,2269
2393,b4544,arnE,['NC_000913.3_cds_YP_588462.1_2238'],[],2102,1514,2270
2394,b2258,arnF,['NC_000913.3_cds_NP_416761.4_2239'],[],2103,772,2271
2395,b2259,pmrD,['NC_000913.3_cds_NP_416762.2_2240'],[],2104,-1,2272
2396,b2260,menE,['NC_000913.3_cds_NP_416763.1_2241'],[],2105,773,2273
2397,b2261,menC,['NC_000913.3_cds_NP_416764.1_2242'],[],2106,774,2274
2398,b2262,menB,['NC_000913.3_cds_NP_416765.1_2243'],[],2107,775,2275
2399,b2263,menH,['NC_000913.3_cds_NP_416766.1_2244'],[],2108,776,2276
2400,b2264,menD,['NC_000913.3_cds_NP_416767.1_2245'],[],2109,777,2277
2401,b2265,menF,['NC_000913.3_cds_NP_416768.4_2246'],[],2110,778,2278
2402,b2266,elaB,['NC_000913.3_cds_NP_416769.1_2247'],[],2111,-1,2279
2403,b2267,elaA,['NC_000913.3_cds_NP_416770.1_2248'],[],2112,-1,2280
2404,b2268,rbn,['NC_000913.3_cds_NP_416771.4_2249'],[],2113,-1,2281
2405,b2269,elaD,['NC_000913.3_cds_NP_416772.1_2250'],[],2114,-1,2282
2406,b2270,yfbK,['NC_000913.3_cds_NP_416773.1_2251'],[],2115,-1,2283
2407,b2271,yfbL,['NC_000913.3_cds_NP_416774.2_2252'],[],2116,-1,2284
2408,b2272,yfbM,['NC_000913.3_cds_NP_416775.1_2253'],[],2117,-1,2285
2409,b2273,yfbN,['NC_000913.3_cds_NP_416776.1_2254'],[],2118,-1,2286
2410,b2274,yfbO,['NC_000913.3_cds_NP_416777.2_2255'],[],2119,-1,2287
2411,b2275,yfbP,['NC_000913.3_cds_NP_416778.2_2256'],[],2120,-1,2288
2412,b2276,nuoN,['NC_000913.3_cds_NP_416779.2_2257'],[],2121,779,2289
2413,b2277,nuoM,['NC_000913.3_cds_NP_416780.1_2258'],[],2123,780,2290
2414,b2278,nuoL,['NC_000913.3_cds_NP_416781.1_2259'],[],2124,781,2291
2415,b2279,nuoK,['NC_000913.3_cds_NP_416782.1_2260'],[],2125,782,2292
2416,b2280,nuoJ,['NC_000913.3_cds_NP_416783.1_2261'],[],2126,783,2293
2417,b2281,nuoI,['NC_000913.3_cds_NP_416784.1_2262'],[],2127,784,2294
2418,b2282,nuoH,['NC_000913.3_cds_NP_416785.1_2263'],[],2128,785,2295
2419,b2283,nuoG,['NC_000913.3_cds_NP_416786.4_2264'],[],2129,786,2296
2420,b2284,nuoF,['NC_000913.3_cds_NP_416787.1_2265'],[],2130,787,2297
2421,b2285,nuoE,['NC_000913.3_cds_NP_416788.1_2266'],[],2131,788,2298
2422,b2286,nuoC,['NC_000913.3_cds_NP_416789.2_2267'],[],2132,789,2299
2423,b2287,nuoB,['NC_000913.3_cds_NP_416790.1_2268'],[],2133,790,2300
2424,b2288,nuoA,['NC_000913.3_cds_NP_416791.3_2269'],[],-1,791,2301
2425,b2289,lrhA,['NC_000913.3_cds_NP_416792.1_2270'],[],2134,-1,2302
2426,b2290,alaA,['NC_000913.3_cds_NP_416793.1_2271'],[],2135,792,2303
2427,b2291,yfbR,['NC_000913.3_cds_NP_416794.1_2272'],[],2136,793,2304
2428,b2292,yfbS,['NC_000913.3_cds_NP_416795.1_2273'],[],2137,-1,2305
2429,b2293,hxpA,['NC_000913.3_cds_NP_416796.2_2274'],[],2138,794,2306
2430,b2294,yfbU,['NC_000913.3_cds_NP_416797.2_2275'],[],2139,-1,2307
2431,b2295,yfbV,['NC_000913.3_cds_NP_416798.1_2276'],[],2140,-1,2308
2432,b2296,ackA,['NC_000913.3_cds_NP_416799.1_2277'],[],2141,795,2309
2433,b2297,pta,['NC_000913.3_cds_NP_416800.1_2278'],[],2142,796,2310
2434,b2298,yfcC,['NC_000913.3_cds_NP_416801.2_2279'],[],2143,-1,2311
2435,b2299,yfcD,['NC_000913.3_cds_NP_416802.1_2280'],[],2144,-1,2312
2436,b2300,yfcE,['NC_000913.3_cds_NP_416803.3_2281'],[],2145,-1,2313
